text,is_scam
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.8571428571,0
0.0,0
0.8888888889,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.9130434783,0
1.0,0
0.8571428571,0
0.0,0
0.9230769231,0
0.0,0
0.9268292683,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.9428571429,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.9333333333,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.4716981132,0
0.9722222222,0
0.4716981132,0
0.0,0
1.0,0
1.0,0
1.0,0
0.9333333333,0
0.0,0
0.0,0
0.0247524752,0
1.0,0
0.0,0
0.0,0
1.0,0
0.4716981132,0
1.0,0
0.0,0
0.7857142857,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0909090909,0
0.0,0
0.0,0
0.0,0
0.9743589744,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.5,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.2592592593,0
0.6666666667,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.6,0
0.6,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.6666666667,0
0.0,0
0.9230769231,0
0.1320754717,0
1.0,0
0.4444444444,0
1.0,0
0.4444444444,0
1.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.8,0
0.7777777778,0
1.0,0
0.0,0
1.0,0
0.6470588235,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.8333333333,0
0.0,0
0.75,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.6,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.8461538462,0
1.0,0
1.0,0
1.0,0
0.8,0
0.0,0
0.5,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.0,0
0.0,0
1.0,0
1.0,0
0.75,0
0.0,0
0.0,0
0.0,0
0.6,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.9230769231,0
0.0,0
0.6470588235,0
0.0,0
0.9285714286,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.75,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
0.9230769231,0
0.9230769231,0
0.6470588235,0
0.2023809524,0
0.0,0
0.0,0
0.375,0
0.0,0
0.2023809524,0
0.2023809524,0
0.0,0
0.0,0
0.8333333333,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
0.2023809524,0
0.0,0
0.0,0
0.0,0
0.375,0
0.0,0
0.0,0
1.0,0
0.9285714286,0
0.0,0
0.3888888889,0
1.0,0
0.0,0
0.0,0
0.5,0
1.0,0
0.0,0
0.0,0
0.8571428571,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.8333333333,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.125,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.75,0
0.0,0
1.0,0
0.9090909091,0
1.0,0
0.5,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.8333333333,0
1.0,0
0.0,0
1.0,0
1.0,0
0.9,0
0.0,0
0.9090909091,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9336609337,0
0.0,0
0.0,0
1.0,0
0.8333333333,0
1.0,0
0.8,0
0.0,0
0.0027932961,0
0.0,0
0.0027932961,0
0.0027932961,0
0.0027932961,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0072992701,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.8571428571,0
0.9230769231,0
0.75,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.9333333333,0
1.0,0
0.75,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0666666667,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.75,0
0.0,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
1.0,0
0.9141630901,0
0.9230769231,0
0.9111111111,0
0.0,0
0.0,0
0.4716981132,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.8571428571,0
0.9333333333,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9428571429,0
0.5,0
1.0,0
0.8461538462,0
0.1739130435,0
0.1739130435,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.8461538462,0
0.3076923077,0
0.0,0
0.8333333333,0
0.0,0
1.0,0
0.0,0
0.0,0
0.5,0
0.5,0
0.5,0
0.5,0
0.5,0
0.8333333333,0
0.0,0
0.375,0
1.0,0
0.0,0
0.6666666667,0
0.8461538462,0
0.0,0
0.8333333333,0
1.0,0
0.0,0
0.0666666667,0
0.8333333333,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9411764706,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9090909091,0
1.0,0
0.1034482759,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9333333333,0
0.0,0
0.9,0
0.0666666667,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.8333333333,0
0.0,0
0.7777777778,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.8333333333,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
0.0,0
0.375,0
0.375,0
0.5,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.375,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
0.0,0
0.0,0
0.0,0
0.4690265487,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0666666667,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.5,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.0666666667,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9523809524,0
0.0,0
0.7777777778,0
0.75,0
0.75,0
0.9230769231,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.0,0
1.0,0
0.0,0
0.3076923077,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0178571429,0
1.0,0
0.5,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9523809524,0
0.0,0
0.9230769231,0
0.9230769231,0
0.8888888889,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.8888888889,0
0.0,0
0.9,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.8571428571,0
0.6,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.6,0
0.9230769231,0
0.0,0
0.0,0
0.8888888889,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
1.0,0
1.0,0
0.0,0
0.5,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
1.0,0
0.0,0
0.375,0
0.9230769231,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
0.0,0
0.0,0
0.0666666667,0
0.0,0
0.375,0
0.375,0
0.0,0
0.375,0
1.0,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0405405405,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0666666667,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.3076923077,0
0.0,0
0.8571428571,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.9230769231,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.0405405405,0
0.0,0
0.75,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0666666667,0
0.5,0
0.9230769231,0
0.0,0
0.9411764706,0
0.0,0
0.9230769231,0
1.0,0
0.7435897436,0
0.8571428571,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.7435897436,0
0.0,0
0.375,0
0.0,0
0.375,0
0.375,0
0.375,0
0.0,0
1.0,0
0.0,0
0.0,0
0.375,0
0.375,0
1.0,0
0.0,0
0.0,0
0.375,0
0.4375,0
1.0,0
0.375,0
1.0,0
0.0,0
0.5,0
0.375,0
0.0,0
0.375,0
0.3333333333,0
1.0,0
1.0,0
0.4375,0
0.0,0
0.25,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.1481481481,0
0.0,0
0.0,0
0.8571428571,0
0.0,0
0.4375,0
0.0405405405,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.5,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.375,0
0.0,0
0.8181818182,0
1.0,0
0.0,0
1.0,0
0.875,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0405405405,0
0.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.875,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.7857142857,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.375,0
0.7142857143,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9545454545,0
0.9230769231,0
0.0,0
1.0,0
0.8181818182,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9743589744,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9743589744,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0112359551,0
0.375,0
0.375,0
0.375,0
0.6363636364,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.375,0
0.0,0
0.0,0
0.9769585253,0
0.375,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.9333333333,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.75,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.9230769231,0
0.375,0
0.0,0
0.0,0
1.0,0
0.375,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0833333333,0
0.0,0
0.9230769231,0
0.0,0
0.9894736842,0
0.9333333333,0
0.9230769231,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.375,0
0.375,0
0.2,0
0.0,0
1.0,0
0.0,0
0.0,0
0.8888888889,0
1.0,0
1.0,0
0.9743589744,0
0.9743589744,0
0.9743589744,0
0.9743589744,0
0.0,0
1.0,0
0.0,0
0.7435897436,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
0.9743589744,0
0.375,0
0.375,0
0.0,0
0.0,0
0.375,0
0.375,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.3333333333,0
0.5,0
0.0,0
0.2222222222,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.9230769231,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.9130434783,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.8571428571,0
0.375,0
0.375,0
0.0,0
0.875,0
0.75,0
0.5,0
0.7857142857,0
1.0,0
0.0,0
0.0,0
0.375,0
0.375,0
0.0,0
0.0,0
1.0,0
0.5,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.5,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
1.0,0
0.0,0
0.375,0
0.0,0
0.0,0
0.0909090909,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
0.75,0
0.0,0
0.9230769231,0
0.0,0
1.0,0
1.0,0
0.0909090909,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9705882353,0
1.0,0
1.0,0
0.9411764706,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.9230769231,0
1.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
0.9230769231,0
0.0,0
0.1333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9411764706,0
0.0,0
1.0,0
0.0,0
0.1875,0
0.0,0
1.0,0
0.0,0
0.1875,0
0.1875,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.1875,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.8571428571,0
0.1,0
0.0,0
0.0,0
0.0,0
0.0666666667,0
0.0666666667,0
0.0666666667,0
0.0,0
0.0,0
0.0,0
0.1875,0
0.0,0
0.0,0
0.9090909091,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0666666667,0
0.0666666667,0
0.0,0
0.0,0
0.0833333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0833333333,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.6,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0666666667,0
0.0666666667,0
0.0666666667,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.9230769231,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0666666667,0
0.0,0
0.0,0
0.0,0
0.2631578947,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.0,0
0.5,0
0.9230769231,0
0.0,0
0.0436681223,0
0.9861111111,0
0.8571428571,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0666666667,0
0.0666666667,0
0.0,0
0.0,0
0.8333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.3076923077,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9333333333,0
1.0,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
0.8571428571,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9333333333,0
0.0,0
0.0,0
0.9090909091,0
1.0,0
0.9333333333,0
0.9230769231,0
0.1929824561,0
0.0,0
0.0,0
0.8181818182,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.8333333333,0
0.0666666667,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0666666667,0
0.8333333333,0
0.8333333333,0
0.3076923077,0
0.0,0
0.0,0
0.8333333333,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0833333333,0
0.0,0
0.1666666667,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9333333333,0
0.375,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9333333333,0
0.9333333333,0
0.9230769231,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.9333333333,0
1.0,0
0.9333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.4716981132,0
0.4716981132,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.3333333333,0
0.5,0
0.4464285714,0
0.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.5,0
0.0,0
0.0,0
0.0,0
1.0,0
1.0,0
0.3333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.25,0
1.0,0
1.0,0
1.0,0
1.0,0
0.0,0
1.0,0
0.9230769231,0
1.0,0
0.9230769231,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.75,0
1.0,0
1.0,0
0.0,0
1.0,0
1.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.25,0
1.0,0
0.9855072464,0
0.9,0
0.0,0
0.5,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.5,0
0.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.0,0
0.75,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.7333333333,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
1.0,0
1.0,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
0.9230769231,0
1.0,0
0.0,0
1.0,0
0.0,0
0.0,0
0.9642857143,0
0.0,0
0.9230769231,0
0.0,0
0.6,0
0.0,0
0.0,0
0.0,0
0.75,0
0.0,0
0.0,0
0.9230769231,0
0.0,0
0.0,0
1.0,0
0.9230769231,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
1.0,0
0.0,0
0.1351351351,0
0.0,0
0.9230769231,0
0.75,0
0.0,0
